text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
"new positions annually 0.01%. In addition, 120 jobs per year 0.03% will become available due to employee","new positions annually (0.01%). In addition, 120 jobs per year (0.03%) will become available due to employee",turnover.,turnover.,-0.03,0.0,1,1,0,9.0,9.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
turnover.,turnover.,Similar Jobs,Similar Jobs,1.12,194.1,0,0,1,9.0,12.0,3.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Similar Jobs,Similar Jobs,Computer Support Specialists - Provide technical assistance to computer system users. Answer questions or,Computer Support Specialists - Provide technical assistance to computer system users. Answer questions or,1.3,-194.1,0,1,0,12.0,9.0,-3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
Computer Support Specialists - Provide technical assistance to computer system users. Answer questions or,Computer Support Specialists - Provide technical assistance to computer system users. Answer questions or,"resolve computer problems for clients in person, via telephone or from remote location. May provide assistance","resolve computer problems for clients in person, via telephone or from remote location. May provide assistance",-0.04,0.0,1,0,1,9.0,9.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"resolve computer problems for clients in person, via telephone or from remote location. May provide assistance","resolve computer problems for clients in person, via telephone or from remote location. May provide assistance","concerning the use of computer hardware and software, including printing, installation, word processing,","concerning the use of computer hardware and software, including printing, installation, word processing,",-0.03,0.0,1,1,1,9.0,9.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"concerning the use of computer hardware and software, including printing, installation, word processing,","concerning the use of computer hardware and software, including printing, installation, word processing,","electronic mail, and operating systems.","electronic mail, and operating systems.",-0.03,0.0,1,1,0,9.0,9.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"electronic mail, and operating systems.","electronic mail, and operating systems.","Network Systems and Data Communications Analysts - Analyze, design, test, and evaluate network systems,","Network Systems and Data Communications Analysts - Analyze, design, test, and evaluate network systems,",1.0,0.0,1,0,0,9.0,9.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"Network Systems and Data Communications Analysts - Analyze, design, test, and evaluate network systems,","Network Systems and Data Communications Analysts - Analyze, design, test, and evaluate network systems,","such as local area networks LAN, wide area networks WAN, Internet, intranet, and other data communications","such as local area networks (LAN), wide area networks (WAN), Internet, intranet, and other data communications",-0.04,0.0,1,0,1,9.0,9.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"such as local area networks LAN, wide area networks WAN, Internet, intranet, and other data communications","such as local area networks (LAN), wide area networks (WAN), Internet, intranet, and other data communications","systems. Perform network modeling, analysis, and planning. Research and recommend network and data","systems. Perform network modeling, analysis, and planning. Research and recommend network and data",-0.03,0.0,1,1,1,9.0,9.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"systems. Perform network modeling, analysis, and planning. Research and recommend network and data","systems. Perform network modeling, analysis, and planning. Research and recommend network and data",communications hardware and software. Includes telecommunications specialists who deal with the interfacing of,communications hardware and software. Includes telecommunications specialists who deal with the interfacing of,-0.03,0.0,1,1,1,9.0,9.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
communications hardware and software. Includes telecommunications specialists who deal with the interfacing of,communications hardware and software. Includes telecommunications specialists who deal with the interfacing of,computer and communications equipment. May supervise computer programmers.,computer and communications equipment. May supervise computer programmers.,-0.03,0.0,1,1,0,9.0,9.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
computer and communications equipment. May supervise computer programmers.,computer and communications equipment. May supervise computer programmers.,Radio Operators - Receive and transmit communications using radiotelegraph or radiotelephone equipment in,Radio Operators - Receive and transmit communications using radiotelegraph or radiotelephone equipment in,1.0,0.0,1,0,0,9.0,9.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Radio Operators - Receive and transmit communications using radiotelegraph or radiotelephone equipment in,Radio Operators - Receive and transmit communications using radiotelegraph or radiotelephone equipment in,accordance with government regulations. May repair equipment.,accordance with government regulations. May repair equipment.,-0.04,0.0,1,0,0,9.0,9.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
accordance with government regulations. May repair equipment.,accordance with government regulations. May repair equipment.,"Sound Engineering Technicians - Operate machines and equipment to record, synchronize, mix, or reproduce","Sound Engineering Technicians - Operate machines and equipment to record, synchronize, mix, or reproduce",1.0,0.0,1,0,0,9.0,9.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"Sound Engineering Technicians - Operate machines and equipment to record, synchronize, mix, or reproduce","Sound Engineering Technicians - Operate machines and equipment to record, synchronize, mix, or reproduce","music, voices, or sound effects in sporting arenas, theater productions, recording studios, or movie and video","music, voices, or sound effects in sporting arenas, theater productions, recording studios, or movie and video",-0.04,0.0,1,0,1,9.0,9.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"music, voices, or sound effects in sporting arenas, theater productions, recording studios, or movie and video","music, voices, or sound effects in sporting arenas, theater productions, recording studios, or movie and video",productions.,productions.,-0.03,0.0,1,1,0,9.0,9.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
productions.,productions.,"Film and Video Editors - Edit motion picture soundtracks, film, and video.","Film and Video Editors - Edit motion picture soundtracks, film, and video.",1.0,0.0,1,0,0,9.0,9.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"Film and Video Editors - Edit motion picture soundtracks, film, and video.","Film and Video Editors - Edit motion picture soundtracks, film, and video.","Telecommunications Equipment Installers and Repairers, Except Line Installers - Set-up, rearrange,","Telecommunications Equipment Installers and Repairers, Except Line Installers - Set-up, rearrange,",0.99,0.0,1,0,0,9.0,9.0,0.0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"Telecommunications Equipment Installers and Repairers, Except Line Installers - Set-up, rearrange,","Telecommunications Equipment Installers and Repairers, Except Line Installers - Set-up, rearrange,",or remove switching and dialing equipment used in central offices. Service or repair telephones and other,or remove switching and dialing equipment used in central offices. Service or repair telephones and other,-0.04,0.0,1,0,1,9.0,9.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
or remove switching and dialing equipment used in central offices. Service or repair telephones and other,or remove switching and dialing equipment used in central offices. Service or repair telephones and other,communication equipment on customers' property. May install equipment in new locations or install wiring and,communication equipment on customers' property. May install equipment in new locations or install wiring and,-0.03,0.0,1,1,1,9.0,9.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
communication equipment on customers' property. May install equipment in new locations or install wiring and,communication equipment on customers' property. May install equipment in new locations or install wiring and,telephone jacks in buildings under construction.,telephone jacks in buildings under construction.,-0.03,0.0,1,1,0,9.0,9.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
telephone jacks in buildings under construction.,telephone jacks in buildings under construction.,"Electronic Home Entertainment Equipment Installers and Repairers - Repair, adjust, or install audio or","Electronic Home Entertainment Equipment Installers and Repairers - Repair, adjust, or install audio or",1.0,0.0,1,0,0,9.0,9.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"Electronic Home Entertainment Equipment Installers and Repairers - Repair, adjust, or install audio or","Electronic Home Entertainment Equipment Installers and Repairers - Repair, adjust, or install audio or","television receivers, stereo systems, camcorders, video systems, or other electronic home entertainment","television receivers, stereo systems, camcorders, video systems, or other electronic home entertainment",-0.04,0.0,1,0,1,9.0,9.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"television receivers, stereo systems, camcorders, video systems, or other electronic home entertainment","television receivers, stereo systems, camcorders, video systems, or other electronic home entertainment",equipment.,equipment.,-0.03,0.0,1,1,0,9.0,9.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
equipment.,equipment.,"Telecommunications Line Installers and Repairers - String and repair telephone and television cable,","Telecommunications Line Installers and Repairers - String and repair telephone and television cable,",1.0,0.0,1,0,0,9.0,9.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"Telecommunications Line Installers and Repairers - String and repair telephone and television cable,","Telecommunications Line Installers and Repairers - String and repair telephone and television cable,",including fiber optics and other equipment for transmitting messages or television programming.,including fiber optics and other equipment for transmitting messages or television programming.,-0.04,0.0,1,0,1,9.0,9.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
including fiber optics and other equipment for transmitting messages or television programming.,including fiber optics and other equipment for transmitting messages or television programming.,Nuclear Power Reactor Operators - Control nuclear reactors.,Nuclear Power Reactor Operators - Control nuclear reactors.,1.0,0.0,1,1,0,9.0,9.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
