text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
o 2 cloves garlic,o 2 cloves garlic,o 4 tomatoes,o 4 tomatoes,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 4 tomatoes,o 4 tomatoes,o 1/4 cup tomato paste,o 1/4 cup tomato paste,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1/4 cup tomato paste,o 1/4 cup tomato paste,o 1/4 cup vegetable oil,o 1/4 cup vegetable oil,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1/4 cup vegetable oil,o 1/4 cup vegetable oil,o 1 teaspoon thyme,o 1 teaspoon thyme,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1 teaspoon thyme,o 1 teaspoon thyme,o 1 teaspoon curry powder,o 1 teaspoon curry powder,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1 teaspoon curry powder,o 1 teaspoon curry powder,o 1 teaspoon salt,o 1 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,o 4 cups chicken broth,o 4 cups chicken broth,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
o 4 cups chicken broth,o 4 cups chicken broth,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,3,0
Instructions :,Instructions:,o Sauté diced onion and minced garlic in vegetable oil until softened.,o Sauté diced onion and minced garlic in vegetable oil until softened.,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,3,3,0
o Sauté diced onion and minced garlic in vegetable oil until softened.,o Sauté diced onion and minced garlic in vegetable oil until softened.,"o Add diced tomatoes, tomato paste, thyme, curry powder, salt, and pepper, cook","o Add diced tomatoes, tomato paste, thyme, curry powder, salt, and pepper, cook",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,3,3,1
"o Add diced tomatoes, tomato paste, thyme, curry powder, salt, and pepper, cook","o Add diced tomatoes, tomato paste, thyme, curry powder, salt, and pepper, cook",for 5 minutes.,for 5 minutes.,0.85,18.0,0,0,0,10.02,12.0,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,3,3,1
for 5 minutes.,for 5 minutes.,o Stir in rice and cook for 2 minutes.,o Stir in rice and cook for 2 minutes.,0.76,-18.0,0,0,0,12.0,10.02,-1.98,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,3,3,1
o Stir in rice and cook for 2 minutes.,o Stir in rice and cook for 2 minutes.,o Add chicken broth and bring to a boil.,o Add chicken broth and bring to a boil.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,3,3,1
o Add chicken broth and bring to a boil.,o Add chicken broth and bring to a boil.,"o Reduce heat, cover, and simmer until rice is tender.","o Reduce heat, cover, and simmer until rice is tender.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,3,3,1
"o Reduce heat, cover, and simmer until rice is tender.","o Reduce heat, cover, and simmer until rice is tender.",o Serve warm.,o Serve warm.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,3,3,1
Kachumbari,Kachumbari,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
Ingredients :,Ingredients:,o 4 tomatoes,o 4 tomatoes,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,4,4,0
o 4 tomatoes,o 4 tomatoes,o 1 small onion,o 1 small onion,1.02,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1 small onion,o 1 small onion,o 1 cucumber,o 1 cucumber,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1 cucumber,o 1 cucumber,o 1/4 cup cilantro,o 1/4 cup cilantro,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1/4 cup cilantro,o 1/4 cup cilantro,o 1/4 cup lemon juice,o 1/4 cup lemon juice,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1/4 cup lemon juice,o 1/4 cup lemon juice,o 1 teaspoon salt,o 1 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1 teaspoon salt,o 1 teaspoon salt,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,4,0
Instructions :,Instructions:,"o Dice tomatoes, onion, and cucumber.","o Dice tomatoes, onion, and cucumber.",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,4,4,0
"o Dice tomatoes, onion, and cucumber.","o Dice tomatoes, onion, and cucumber.","o Mix vegetables with chopped cilantro, lemon juice, and salt.","o Mix vegetables with chopped cilantro, lemon juice, and salt.",1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
"o Mix vegetables with chopped cilantro, lemon juice, and salt.","o Mix vegetables with chopped cilantro, lemon juice, and salt.",o Serve chilled.,o Serve chilled.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
o Serve chilled.,o Serve chilled.,Käsespätzle Cheese Noodles,Käsespätzle (Cheese Noodles),4.17,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,4,4,0
Käsespätzle Cheese Noodles,Käsespätzle (Cheese Noodles),Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
Ingredients :,Ingredients:,o 2 cups flour,o 2 cups flour,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,4,4,0
o 2 cups flour,o 2 cups flour,o 1/2 cup milk,o 1/2 cup milk,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1/2 cup milk,o 1/2 cup milk,o 3 eggs,o 3 eggs,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 3 eggs,o 3 eggs,o 1 teaspoon salt,o 1 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/4 teaspoon nutmeg,o 1/4 teaspoon nutmeg,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1/4 teaspoon nutmeg,o 1/4 teaspoon nutmeg,o 1/4 cup butter,o 1/4 cup butter,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1/4 cup butter,o 1/4 cup butter,o 1 cup grated cheese,o 1 cup grated cheese,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1 cup grated cheese,o 1 cup grated cheese,o 1 small onion,o 1 small onion,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1 small onion,o 1 small onion,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,4,0
Instructions :,Instructions:,"o Mix flour, milk, beaten eggs, salt, and nutmeg to form a batter.","o Mix flour, milk, beaten eggs, salt, and nutmeg to form a batter.",0.76,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,4,4,0
"o Mix flour, milk, beaten eggs, salt, and nutmeg to form a batter.","o Mix flour, milk, beaten eggs, salt, and nutmeg to form a batter.",o Press batter through a spaetzle maker or colander into boiling water.,o Press batter through a spaetzle maker or colander into boiling water.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
o Press batter through a spaetzle maker or colander into boiling water.,o Press batter through a spaetzle maker or colander into boiling water.,"o Cook until spaetzle floats to the surface, then drain.","o Cook until spaetzle floats to the surface, then drain.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
"o Cook until spaetzle floats to the surface, then drain.","o Cook until spaetzle floats to the surface, then drain.",o Sauté sliced onion in butter until golden.,o Sauté sliced onion in butter until golden.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
o Sauté sliced onion in butter until golden.,o Sauté sliced onion in butter until golden.,"o Layer spaetzle and grated cheese in a baking dish, top with sautéed onion.","o Layer spaetzle and grated cheese in a baking dish, top with sautéed onion.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
"o Layer spaetzle and grated cheese in a baking dish, top with sautéed onion.","o Layer spaetzle and grated cheese in a baking dish, top with sautéed onion.",o Bake at 350°F 175°C for 15 minutes until cheese is melted.,o Bake at 350°F (175°C) for 15 minutes until cheese is melted.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
o Bake at 350°F 175°C for 15 minutes until cheese is melted.,o Bake at 350°F (175°C) for 15 minutes until cheese is melted.,o Serve warm.,o Serve warm.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
o Serve warm.,o Serve warm.,Kartoffelsalat Potato Salad,Kartoffelsalat (Potato Salad),4.19,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,4,4,0
Kartoffelsalat Potato Salad,Kartoffelsalat (Potato Salad),Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
Ingredients :,Ingredients:,o 4 potatoes,o 4 potatoes,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,4,4,0
o 4 potatoes,o 4 potatoes,o 1 small onion,o 1 small onion,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1 small onion,o 1 small onion,o 1/4 cup bacon,o 1/4 cup bacon,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1/4 cup bacon,o 1/4 cup bacon,o 1/4 cup vinegar,o 1/4 cup vinegar,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1/4 cup vinegar,o 1/4 cup vinegar,o 1/4 cup chicken broth,o 1/4 cup chicken broth,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1/4 cup chicken broth,o 1/4 cup chicken broth,o 1 tablespoon mustard,o 1 tablespoon mustard,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1 tablespoon mustard,o 1 tablespoon mustard,o 1 teaspoon sugar,o 1 teaspoon sugar,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1 teaspoon sugar,o 1 teaspoon sugar,o 1 teaspoon salt,o 1 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
Instructions :,Instructions:,"o Boil potatoes until tender, then dice.","o Boil potatoes until tender, then dice.",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,5,5,0
"o Boil potatoes until tender, then dice.","o Boil potatoes until tender, then dice.","o Cook diced bacon until crispy, then remove and set aside.","o Cook diced bacon until crispy, then remove and set aside.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
"o Cook diced bacon until crispy, then remove and set aside.","o Cook diced bacon until crispy, then remove and set aside.",o Sauté diced onion in bacon fat until softened.,o Sauté diced onion in bacon fat until softened.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
o Sauté diced onion in bacon fat until softened.,o Sauté diced onion in bacon fat until softened.,"o Mix vinegar, chicken broth, mustard, sugar, salt, and pepper in a bowl.","o Mix vinegar, chicken broth, mustard, sugar, salt, and pepper in a bowl.",1.02,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
"o Mix vinegar, chicken broth, mustard, sugar, salt, and pepper in a bowl.","o Mix vinegar, chicken broth, mustard, sugar, salt, and pepper in a bowl.","o Combine potatoes, bacon, and onion with the dressing.","o Combine potatoes, bacon, and onion with the dressing.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
"o Combine potatoes, bacon, and onion with the dressing.","o Combine potatoes, bacon, and onion with the dressing.",o Serve warm or chilled.,o Serve warm or chilled.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
o Serve warm or chilled.,o Serve warm or chilled.,Keftedes,Keftedes,4.17,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,5,5,0
Keftedes,Keftedes,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,0
Ingredients :,Ingredients:,o 1/2 pound ground beef,o 1/2 pound ground beef,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,5,5,0
o 1/2 pound ground beef,o 1/2 pound ground beef,o 1/2 pound ground pork,o 1/2 pound ground pork,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/2 pound ground pork,o 1/2 pound ground pork,o 1 small onion,o 1 small onion,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1 small onion,o 1 small onion,o 2 cloves garlic,o 2 cloves garlic,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 2 cloves garlic,o 2 cloves garlic,o 1/4 cup breadcrumbs,o 1/4 cup breadcrumbs,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/4 cup breadcrumbs,o 1/4 cup breadcrumbs,o 1 egg,o 1 egg,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1 egg,o 1 egg,o 1 teaspoon oregano,o 1 teaspoon oregano,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1 teaspoon oregano,o 1 teaspoon oregano,o 1 teaspoon mint,o 1 teaspoon mint,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1 teaspoon mint,o 1 teaspoon mint,o 1 teaspoon salt,o 1 teaspoon salt,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,o Oil for frying,o Oil for frying,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o Oil for frying,o Oil for frying,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,5,0
Instructions :,Instructions:,"o Mix ground beef, ground pork, diced onion, minced garlic, breadcrumbs, beaten","o Mix ground beef, ground pork, diced onion, minced garlic, breadcrumbs, beaten",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,5,5,0
"o Mix ground beef, ground pork, diced onion, minced garlic, breadcrumbs, beaten","o Mix ground beef, ground pork, diced onion, minced garlic, breadcrumbs, beaten","egg, oregano, mint, salt, and pepper in a bowl.","egg, oregano, mint, salt, and pepper in a bowl.",0.86,18.0,0,0,1,10.02,12.0,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,5,5,1
"egg, oregano, mint, salt, and pepper in a bowl.","egg, oregano, mint, salt, and pepper in a bowl.",o Form mixture into meatballs.,o Form mixture into meatballs.,0.75,-18.0,0,1,0,12.0,10.02,-1.98,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,5,5,1
o Form mixture into meatballs.,o Form mixture into meatballs.,o Heat oil in a pan and fry meatballs until golden.,o Heat oil in a pan and fry meatballs until golden.,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
o Heat oil in a pan and fry meatballs until golden.,o Heat oil in a pan and fry meatballs until golden.,o Drain on paper towels and serve warm.,o Drain on paper towels and serve warm.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
o Drain on paper towels and serve warm.,o Drain on paper towels and serve warm.,Kibbeh,Kibbeh,4.17,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,5,5,0
Kibbeh,Kibbeh,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,0
Ingredients :,Ingredients:,o 1 cup bulgur,o 1 cup bulgur,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,5,5,0
o 1 cup bulgur,o 1 cup bulgur,o 1/2 pound ground beef,o 1/2 pound ground beef,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/2 pound ground beef,o 1/2 pound ground beef,o 1 small onion,o 1 small onion,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1 small onion,o 1 small onion,o 1/4 cup pine nuts,o 1/4 cup pine nuts,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/4 cup pine nuts,o 1/4 cup pine nuts,o 1 teaspoon cumin,o 1 teaspoon cumin,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1 teaspoon cumin,o 1 teaspoon cumin,o 1 teaspoon allspice,o 1 teaspoon allspice,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1 teaspoon allspice,o 1 teaspoon allspice,o 1 teaspoon salt,o 1 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1 teaspoon salt,o 1 teaspoon salt,o Oil for frying,o Oil for frying,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o Oil for frying,o Oil for frying,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,5,0
Instructions :,Instructions:,"o Soak bulgur in water until tender, then drain.","o Soak bulgur in water until tender, then drain.",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,5,5,0
"o Soak bulgur in water until tender, then drain.","o Soak bulgur in water until tender, then drain.","o Mix bulgur with ground beef, diced onion, pine nuts, cumin, allspice, and salt.","o Mix bulgur with ground beef, diced onion, pine nuts, cumin, allspice, and salt.",1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
"o Mix bulgur with ground beef, diced onion, pine nuts, cumin, allspice, and salt.","o Mix bulgur with ground beef, diced onion, pine nuts, cumin, allspice, and salt.",o Form mixture into balls or patties.,o Form mixture into balls or patties.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
o Form mixture into balls or patties.,o Form mixture into balls or patties.,o Fry in hot oil until golden.,o Fry in hot oil until golden.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
o Fry in hot oil until golden.,o Fry in hot oil until golden.,o Drain on paper towels and serve.,o Drain on paper towels and serve.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
Kimchi,Kimchi,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,6,6,0
Ingredients :,Ingredients:,o 1 napa cabbage,o 1 napa cabbage,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,6,6,0
o 1 napa cabbage,o 1 napa cabbage,o 1/4 cup sea salt,o 1/4 cup sea salt,1.02,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 1/4 cup sea salt,o 1/4 cup sea salt,o 1 tablespoon sugar,o 1 tablespoon sugar,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 1 tablespoon sugar,o 1 tablespoon sugar,o 2 tablespoons fish sauce,o 2 tablespoons fish sauce,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 2 tablespoons fish sauce,o 2 tablespoons fish sauce,o 2 tablespoons gochugaru Korean chili powder,o 2 tablespoons gochugaru (Korean chili powder),1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 2 tablespoons gochugaru Korean chili powder,o 2 tablespoons gochugaru (Korean chili powder),o 4 cloves garlic,o 4 cloves garlic,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 4 cloves garlic,o 4 cloves garlic,o 1 inch ginger,o 1 inch ginger,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 1 inch ginger,o 1 inch ginger,o 4 green onions,o 4 green onions,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
