text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
traditional French fare created from the very best local ingredients. The historic setting,traditional French fare created from the very best local ingredients. The historic setting,and exquisite dishes make it a must-visit for food enthusiasts.,and exquisite dishes make it a must-visit for food enthusiasts.,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
and exquisite dishes make it a must-visit for food enthusiasts.,and exquisite dishes make it a must-visit for food enthusiasts.,Le Louis XV - Alain Ducasse Monaco: A three-Michelin-starred restaurant offering an,Le Louis XV - Alain Ducasse (Monaco): A three-Michelin-starred restaurant oﬀering an,4.41,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
Le Louis XV - Alain Ducasse Monaco: A three-Michelin-starred restaurant offering an,Le Louis XV - Alain Ducasse (Monaco): A three-Michelin-starred restaurant oﬀering an,opulent dining experience with a menu that celebrates the flavors of the,opulent dining experience with a menu that celebrates the flavors of the,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
opulent dining experience with a menu that celebrates the flavors of the,opulent dining experience with a menu that celebrates the flavors of the,Mediterranean. The lavish decor and exceptional service make it a dining experience,Mediterranean. The lavish decor and exceptional service make it a dining experience,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
Mediterranean. The lavish decor and exceptional service make it a dining experience,Mediterranean. The lavish decor and exceptional service make it a dining experience,to remember.,to remember.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
to remember.,to remember.,La Vague d'Or Saint-Tropez: A three-Michelin-starred restaurant located in the,La Vague d'Or (Saint-Tropez): A three-Michelin-starred restaurant located in the,4.44,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
La Vague d'Or Saint-Tropez: A three-Michelin-starred restaurant located in the,La Vague d'Or (Saint-Tropez): A three-Michelin-starred restaurant located in the,"luxurious Résidence de la Pinède, offering exquisite dishes inspired by the sea and the","luxurious Résidence de la Pinède, oﬀering exquisite dishes inspired by the sea and the",0.97,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"luxurious Résidence de la Pinède, offering exquisite dishes inspired by the sea and the","luxurious Résidence de la Pinède, oﬀering exquisite dishes inspired by the sea and the",land. The serene setting and culinary excellence make it a top choice for fine dining.,land. The serene setting and culinary excellence make it a top choice for fine dining.,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
land. The serene setting and culinary excellence make it a top choice for fine dining.,land. The serene setting and culinary excellence make it a top choice for fine dining.,Le Petit Nice Passedat Marseille: A three-Michelin-starred restaurant offering,Le Petit Nice Passedat (Marseille): A three-Michelin-starred restaurant oﬀering,4.44,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
Le Petit Nice Passedat Marseille: A three-Michelin-starred restaurant offering,Le Petit Nice Passedat (Marseille): A three-Michelin-starred restaurant oﬀering,exquisite seafood dishes and stunning views of the Mediterranean. The creative menu,exquisite seafood dishes and stunning views of the Mediterranean. The creative menu,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
exquisite seafood dishes and stunning views of the Mediterranean. The creative menu,exquisite seafood dishes and stunning views of the Mediterranean. The creative menu,and elegant ambiance make it a standout dining destination.,and elegant ambiance make it a standout dining destination.,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
and elegant ambiance make it a standout dining destination.,and elegant ambiance make it a standout dining destination.,La Colombe d'Or Saint-Paul-de-Vence: A historic restaurant and hotel that has,La Colombe d'Or (Saint-Paul-de-Vence): A historic restaurant and hotel that has,4.41,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
La Colombe d'Or Saint-Paul-de-Vence: A historic restaurant and hotel that has,La Colombe d'Or (Saint-Paul-de-Vence): A historic restaurant and hotel that has,"hosted famous artists and celebrities, offering a luxurious dining experience with a","hosted famous artists and celebrities, oﬀering a luxurious dining experience with a",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"hosted famous artists and celebrities, offering a luxurious dining experience with a","hosted famous artists and celebrities, oﬀering a luxurious dining experience with a",focus on Provençal cuisine. The art-filled setting and gourmet dishes make it a unique,focus on Provençal cuisine. The art-filled setting and gourmet dishes make it a unique,1.0,-0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
focus on Provençal cuisine. The art-filled setting and gourmet dishes make it a unique,focus on Provençal cuisine. The art-filled setting and gourmet dishes make it a unique,experience.,experience.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
experience.,experience.,Le Figuier de Saint-Esprit Antibes: A Michelin-starred restaurant offering a variety of,Le Figuier de Saint-Esprit (Antibes): A Michelin-starred restaurant oﬀering a variety of,4.41,-0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
Le Figuier de Saint-Esprit Antibes: A Michelin-starred restaurant offering a variety of,Le Figuier de Saint-Esprit (Antibes): A Michelin-starred restaurant oﬀering a variety of,"dishes made with fresh, local ingredients. The elegant setting and exceptional service","dishes made with fresh, local ingredients. The elegant setting and exceptional service",1.0,-0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"dishes made with fresh, local ingredients. The elegant setting and exceptional service","dishes made with fresh, local ingredients. The elegant setting and exceptional service",make it a top choice for fine dining.,make it a top choice for fine dining.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
Le Park 45 Cannes: A Michelin-starred restaurant offering a variety of dishes made,Le Park 45 (Cannes): A Michelin-starred restaurant oﬀering a variety of dishes made,"with fresh, local ingredients. The elegant setting and exceptional service make it a top","with fresh, local ingredients. The elegant setting and exceptional service make it a top",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"with fresh, local ingredients. The elegant setting and exceptional service make it a top","with fresh, local ingredients. The elegant setting and exceptional service make it a top",choice for fine dining.,choice for fine dining.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
Luxurious Restaurants,Luxurious Restaurants,Le Louis XV - Alain Ducasse Monaco: A three-Michelin-starred restaurant offering an,Le Louis XV - Alain Ducasse (Monaco): A three-Michelin-starred restaurant oﬀering an,4.43,36.0,0,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,6,6,0
Le Louis XV - Alain Ducasse Monaco: A three-Michelin-starred restaurant offering an,Le Louis XV - Alain Ducasse (Monaco): A three-Michelin-starred restaurant oﬀering an,opulent dining experience with a menu that celebrates the flavors of the,opulent dining experience with a menu that celebrates the flavors of the,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
opulent dining experience with a menu that celebrates the flavors of the,opulent dining experience with a menu that celebrates the flavors of the,Mediterranean. The lavish decor and exceptional service make it a dining experience,Mediterranean. The lavish decor and exceptional service make it a dining experience,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,6,6,1
Mediterranean. The lavish decor and exceptional service make it a dining experience,Mediterranean. The lavish decor and exceptional service make it a dining experience,to remember.,to remember.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
to remember.,to remember.,La Vague d'Or Saint-Tropez: A three-Michelin-starred restaurant located in the,La Vague d'Or (Saint-Tropez): A three-Michelin-starred restaurant located in the,4.41,-0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
La Vague d'Or Saint-Tropez: A three-Michelin-starred restaurant located in the,La Vague d'Or (Saint-Tropez): A three-Michelin-starred restaurant located in the,"luxurious Résidence de la Pinède, offering exquisite dishes inspired by the sea and the","luxurious Résidence de la Pinède, oﬀering exquisite dishes inspired by the sea and the",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
"luxurious Résidence de la Pinède, offering exquisite dishes inspired by the sea and the","luxurious Résidence de la Pinède, oﬀering exquisite dishes inspired by the sea and the",land. The serene setting and culinary excellence make it a top choice for fine dining.,land. The serene setting and culinary excellence make it a top choice for fine dining.,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
land. The serene setting and culinary excellence make it a top choice for fine dining.,land. The serene setting and culinary excellence make it a top choice for fine dining.,Le Petit Nice Passedat Marseille: A three-Michelin-starred restaurant offering,Le Petit Nice Passedat (Marseille): A three-Michelin-starred restaurant oﬀering,4.41,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
Le Petit Nice Passedat Marseille: A three-Michelin-starred restaurant offering,Le Petit Nice Passedat (Marseille): A three-Michelin-starred restaurant oﬀering,exquisite seafood dishes and stunning views of the Mediterranean. The creative menu,exquisite seafood dishes and stunning views of the Mediterranean. The creative menu,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
exquisite seafood dishes and stunning views of the Mediterranean. The creative menu,exquisite seafood dishes and stunning views of the Mediterranean. The creative menu,and elegant ambiance make it a standout dining destination.,and elegant ambiance make it a standout dining destination.,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
and elegant ambiance make it a standout dining destination.,and elegant ambiance make it a standout dining destination.,La Colombe d'Or Saint-Paul-de-Vence: A historic restaurant and hotel that has,La Colombe d'Or (Saint-Paul-de-Vence): A historic restaurant and hotel that has,4.41,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
La Colombe d'Or Saint-Paul-de-Vence: A historic restaurant and hotel that has,La Colombe d'Or (Saint-Paul-de-Vence): A historic restaurant and hotel that has,"hosted famous artists and celebrities, offering a luxurious dining experience with a","hosted famous artists and celebrities, oﬀering a luxurious dining experience with a",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
"hosted famous artists and celebrities, offering a luxurious dining experience with a","hosted famous artists and celebrities, oﬀering a luxurious dining experience with a",focus on Provençal cuisine. The art-filled setting and gourmet dishes make it a unique,focus on Provençal cuisine. The art-filled setting and gourmet dishes make it a unique,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
focus on Provençal cuisine. The art-filled setting and gourmet dishes make it a unique,focus on Provençal cuisine. The art-filled setting and gourmet dishes make it a unique,experience.,experience.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
experience.,experience.,Le Cap Saint-Jean-Cap-Ferrat: A Michelin-starred restaurant offering a variety of,Le Cap (Saint-Jean-Cap-Ferrat): A Michelin-starred restaurant oﬀering a variety of,4.41,-0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
Le Cap Saint-Jean-Cap-Ferrat: A Michelin-starred restaurant offering a variety of,Le Cap (Saint-Jean-Cap-Ferrat): A Michelin-starred restaurant oﬀering a variety of,"dishes made with fresh, local ingredients. The elegant setting and exceptional service","dishes made with fresh, local ingredients. The elegant setting and exceptional service",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
"dishes made with fresh, local ingredients. The elegant setting and exceptional service","dishes made with fresh, local ingredients. The elegant setting and exceptional service",make it a top choice for fine dining.,make it a top choice for fine dining.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
make it a top choice for fine dining.,make it a top choice for fine dining.,Le Chantecler Nice: A Michelin-starred restaurant offering a variety of dishes made,Le Chantecler (Nice): A Michelin-starred restaurant oﬀering a variety of dishes made,4.44,-0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
Le Chantecler Nice: A Michelin-starred restaurant offering a variety of dishes made,Le Chantecler (Nice): A Michelin-starred restaurant oﬀering a variety of dishes made,"with fresh, local ingredients. The elegant setting and exceptional service make it a top","with fresh, local ingredients. The elegant setting and exceptional service make it a top",0.97,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
"with fresh, local ingredients. The elegant setting and exceptional service make it a top","with fresh, local ingredients. The elegant setting and exceptional service make it a top",choice for fine dining.,choice for fine dining.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
choice for fine dining.,choice for fine dining.,Le Figuier de Saint-Esprit Antibes: A Michelin-starred restaurant offering a variety of,Le Figuier de Saint-Esprit (Antibes): A Michelin-starred restaurant oﬀering a variety of,4.44,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
Le Figuier de Saint-Esprit Antibes: A Michelin-starred restaurant offering a variety of,Le Figuier de Saint-Esprit (Antibes): A Michelin-starred restaurant oﬀering a variety of,"dishes made with fresh, local ingredients. The elegant setting and exceptional service","dishes made with fresh, local ingredients. The elegant setting and exceptional service",1.0,-0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
"dishes made with fresh, local ingredients. The elegant setting and exceptional service","dishes made with fresh, local ingredients. The elegant setting and exceptional service",make it a top choice for fine dining.,make it a top choice for fine dining.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
make it a top choice for fine dining.,make it a top choice for fine dining.,Le Park 45 Cannes: A Michelin-starred restaurant offering a variety of dishes made,Le Park 45 (Cannes): A Michelin-starred restaurant oﬀering a variety of dishes made,4.41,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
Le Park 45 Cannes: A Michelin-starred restaurant offering a variety of dishes made,Le Park 45 (Cannes): A Michelin-starred restaurant oﬀering a variety of dishes made,"with fresh, local ingredients. The elegant setting and exceptional service make it a top","with fresh, local ingredients. The elegant setting and exceptional service make it a top",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
"with fresh, local ingredients. The elegant setting and exceptional service make it a top","with fresh, local ingredients. The elegant setting and exceptional service make it a top",choice for fine dining.,choice for fine dining.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
choice for fine dining.,choice for fine dining.,Le Jardin des Sens Montpellier: A Michelin-starred restaurant offering a variety of,Le Jardin des Sens (Montpellier): A Michelin-starred restaurant oﬀering a variety of,4.41,-0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
Le Jardin des Sens Montpellier: A Michelin-starred restaurant offering a variety of,Le Jardin des Sens (Montpellier): A Michelin-starred restaurant oﬀering a variety of,"dishes made with fresh, local ingredients. The elegant setting and exceptional service","dishes made with fresh, local ingredients. The elegant setting and exceptional service",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
"dishes made with fresh, local ingredients. The elegant setting and exceptional service","dishes made with fresh, local ingredients. The elegant setting and exceptional service",make it a top choice for fine dining.,make it a top choice for fine dining.,1.0,-0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
make it a top choice for fine dining.,make it a top choice for fine dining.,Le Petit Nice Marseille: A Michelin-starred restaurant offering a variety of dishes,Le Petit Nice (Marseille): A Michelin-starred restaurant oﬀering a variety of dishes,4.41,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
Le Petit Nice Marseille: A Michelin-starred restaurant offering a variety of dishes,Le Petit Nice (Marseille): A Michelin-starred restaurant oﬀering a variety of dishes,"made with fresh, local ingredients. The elegant setting and exceptional service make it","made with fresh, local ingredients. The elegant setting and exceptional service make it",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
"made with fresh, local ingredients. The elegant setting and exceptional service make it","made with fresh, local ingredients. The elegant setting and exceptional service make it",a top choice for fine dining.,a top choice for fine dining.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
La Villa Madie Cassis: A two-Michelin-starred restaurant offering a variety of dishes,La Villa Madie (Cassis): A two-Michelin-starred restaurant oﬀering a variety of dishes,inspired by the Mediterranean. The stunning views and exceptional service make it a,inspired by the Mediterranean. The stunning views and exceptional service make it a,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
inspired by the Mediterranean. The stunning views and exceptional service make it a,inspired by the Mediterranean. The stunning views and exceptional service make it a,top choice for luxurious dining.,top choice for luxurious dining.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
top choice for luxurious dining.,top choice for luxurious dining.,Le Clos des Sens Annecy: A three-Michelin-starred restaurant offering a variety of,Le Clos des Sens (Annecy): A three-Michelin-starred restaurant oﬀering a variety of,4.41,-0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,7,7,0
Le Clos des Sens Annecy: A three-Michelin-starred restaurant offering a variety of,Le Clos des Sens (Annecy): A three-Michelin-starred restaurant oﬀering a variety of,"dishes made with fresh, local ingredients. The elegant setting and exceptional service","dishes made with fresh, local ingredients. The elegant setting and exceptional service",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
"dishes made with fresh, local ingredients. The elegant setting and exceptional service","dishes made with fresh, local ingredients. The elegant setting and exceptional service",make it a top choice for fine dining.,make it a top choice for fine dining.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
make it a top choice for fine dining.,make it a top choice for fine dining.,Le Pavillon Ledoyen Paris: A three-Michelin-starred restaurant offering a variety of,Le Pavillon Ledoyen (Paris): A three-Michelin-starred restaurant oﬀering a variety of,4.41,-0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,7,7,0
Le Pavillon Ledoyen Paris: A three-Michelin-starred restaurant offering a variety of,Le Pavillon Ledoyen (Paris): A three-Michelin-starred restaurant oﬀering a variety of,"dishes made with fresh, local ingredients. The elegant setting and exceptional service","dishes made with fresh, local ingredients. The elegant setting and exceptional service",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
"dishes made with fresh, local ingredients. The elegant setting and exceptional service","dishes made with fresh, local ingredients. The elegant setting and exceptional service",make it a top choice for fine dining.,make it a top choice for fine dining.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
make it a top choice for fine dining.,make it a top choice for fine dining.,Le Pré Catelan Paris: A three-Michelin-starred restaurant offering a variety of dishes,Le Pré Catelan (Paris): A three-Michelin-starred restaurant oﬀering a variety of dishes,4.44,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,7,7,0
Le Pré Catelan Paris: A three-Michelin-starred restaurant offering a variety of dishes,Le Pré Catelan (Paris): A three-Michelin-starred restaurant oﬀering a variety of dishes,"made with fresh, local ingredients. The elegant setting and exceptional service make it","made with fresh, local ingredients. The elegant setting and exceptional service make it",0.97,-0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
"made with fresh, local ingredients. The elegant setting and exceptional service make it","made with fresh, local ingredients. The elegant setting and exceptional service make it",a top choice for fine dining.,a top choice for fine dining.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
Hotels,Hotels,Budget-Friendly Hotels,Budget-Friendly Hotels,4.43,0.0,1,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,8,8,0
Budget-Friendly Hotels,Budget-Friendly Hotels,Ibis Budget Nice Californie Lenval Nice: A budget-friendly hotel offering comfortable,Ibis Budget Nice Californie Lenval (Nice): A budget-friendly hotel oﬀering comfortable,4.4,36.0,0,0,1,12.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,8,8,0
Ibis Budget Nice Californie Lenval Nice: A budget-friendly hotel offering comfortable,Ibis Budget Nice Californie Lenval (Nice): A budget-friendly hotel oﬀering comfortable,rooms and easy access to the beach and city center. The modern amenities and,rooms and easy access to the beach and city center. The modern amenities and,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
rooms and easy access to the beach and city center. The modern amenities and,rooms and easy access to the beach and city center. The modern amenities and,convenient location make it a great choice for budget-conscious travelers.,convenient location make it a great choice for budget-conscious travelers.,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
convenient location make it a great choice for budget-conscious travelers.,convenient location make it a great choice for budget-conscious travelers.,"Hotel Le Saint Paul Nice: A charming hotel located in a historic building, offering","Hotel Le Saint Paul (Nice): A charming hotel located in a historic building, oﬀering",4.44,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,0
"Hotel Le Saint Paul Nice: A charming hotel located in a historic building, offering","Hotel Le Saint Paul (Nice): A charming hotel located in a historic building, oﬀering",affordable rates and beautiful views of the Mediterranean. The cozy rooms and,aﬀordable rates and beautiful views of the Mediterranean. The cozy rooms and,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
affordable rates and beautiful views of the Mediterranean. The cozy rooms and,aﬀordable rates and beautiful views of the Mediterranean. The cozy rooms and,friendly service make it a pleasant stay.,friendly service make it a pleasant stay.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
friendly service make it a pleasant stay.,friendly service make it a pleasant stay.,Hotel des Arts Montpellier: A budget-friendly hotel located in the heart of,Hotel des Arts (Montpellier): A budget-friendly hotel located in the heart of,4.41,0.0,1,0,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,0
Hotel des Arts Montpellier: A budget-friendly hotel located in the heart of,Hotel des Arts (Montpellier): A budget-friendly hotel located in the heart of,"Montpellier, offering comfortable rooms and easy access to the city's attractions. The","Montpellier, oﬀering comfortable rooms and easy access to the city's attractions. The",1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,8,8,1
"Montpellier, offering comfortable rooms and easy access to the city's attractions. The","Montpellier, oﬀering comfortable rooms and easy access to the city's attractions. The",artistic decor and central location make it a popular choice.,artistic decor and central location make it a popular choice.,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
artistic decor and central location make it a popular choice.,artistic decor and central location make it a popular choice.,"Hotel Le Mistral Marseille: A budget-friendly hotel offering simple, clean rooms and","Hotel Le Mistral (Marseille): A budget-friendly hotel oﬀering simple, clean rooms and",4.41,-0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,0
"Hotel Le Mistral Marseille: A budget-friendly hotel offering simple, clean rooms and","Hotel Le Mistral (Marseille): A budget-friendly hotel oﬀering simple, clean rooms and",a convenient location near the Old Port. The friendly staff and affordable rates make it,a convenient location near the Old Port. The friendly staﬀ and aﬀordable rates make it,1.0,0.0,1,1,1,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
a convenient location near the Old Port. The friendly staff and affordable rates make it,a convenient location near the Old Port. The friendly staﬀ and aﬀordable rates make it,a good option for travelers on a budget.,a good option for travelers on a budget.,1.0,0.0,1,1,0,12.0,12.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
